Time, Normal Cells, Abnormal Cells, Invasive Cells, Average Stickiness, Average Jump Rate, Membrane Density
10.7867,53093,105997,5420,0.119106,12.7788,0.864228,
10.7933,53029,106167,5482,0.119064,12.7855,0.863727,
10.8,52950,106343,5554,0.118969,12.7912,0.862224,
10.8067,52872,106555,5624,0.118928,12.8005,0.862224,
10.8133,52804,106742,5694,0.118799,12.8059,0.861723,
10.82,52730,106930,5749,0.118718,12.8124,0.861222,
10.8267,52657,107091,5809,0.118656,12.8158,0.860721,
10.8333,52578,107266,5888,0.118623,12.8271,0.859719,
10.84,52494,107475,5954,0.118531,12.8342,0.859719,
10.8467,52436,107645,6034,0.118449,12.8381,0.859218,
10.8533,52374,107815,6109,0.118452,12.8472,0.859218,
10.86,52293,108023,6181,0.11838,12.8528,0.859218,
10.8667,52226,108198,6247,0.118347,12.8587,0.859218,
10.8733,52158,108360,6329,0.118306,12.8666,0.858216,
10.88,52083,108550,6389,0.118205,12.872,0.858216,
10.8867,52001,108726,6462,0.118199,12.8804,0.858216,
10.8933,51931,108901,6532,0.118156,12.8838,0.858216,
10.9,51861,109081,6608,0.118142,12.8925,0.857214,
10.9067,51790,109275,6669,0.1181,12.8991,0.855711,
10.9133,51723,109426,6753,0.118043,12.9058,0.854709,
10.92,51667,109586,6838,0.118038,12.9132,0.853707,
10.9267,51609,109717,6923,0.117959,12.9153,0.853206,
10.9333,51523,109908,6992,0.117912,12.9241,0.853206,
10.94,51448,110088,7072,0.117813,12.9312,0.851202,
10.9467,51362,110261,7161,0.117779,12.9347,0.851202,
10.9533,51299,110468,7247,0.117745,12.9436,0.8502,
10.96,51251,110608,7342,0.117726,12.9485,0.849699,
10.9667,51181,110789,7411,0.117688,12.9538,0.849699,
10.9733,51105,110964,7469,0.117598,12.9589,0.849198,
10.98,51037,111110,7546,0.117552,12.962,0.849198,
10.9867,50957,111273,7629,0.117542,12.97,0.848196,
10.9933,50866,111455,7722,0.117453,12.9769,0.848196,
11,50805,111638,7803,0.117382,12.9844,0.847695,
11.0067,50746,111770,7875,0.117332,12.9892,0.847194,
11.0133,50678,111934,7976,0.117267,12.9941,0.847194,
11.02,50611,112104,8046,0.117195,13.0011,0.846192,
11.0267,50530,112293,8122,0.117145,13.006,0.846192,
11.0333,50470,112429,8226,0.117111,13.0095,0.846192,
11.04,50395,112632,8325,0.117056,13.0177,0.845691,
11.0467,50322,112795,8430,0.116973,13.0208,0.845691,
11.0533,50260,112928,8500,0.116971,13.0289,0.845691,
11.06,50199,113091,8583,0.11694,13.0348,0.845691,
11.0667,50134,113252,8668,0.116941,13.0388,0.844689,
11.0733,50068,113410,8758,0.116904,13.0424,0.844689,
11.08,49991,113569,8871,0.116799,13.0512,0.844188,
11.0867,49919,113737,8961,0.116761,13.0576,0.843687,
11.0933,49852,113886,9055,0.116703,13.0586,0.843186,
11.1,49785,114055,9159,0.116668,13.0647,0.843186,
11.1067,49735,114213,9237,0.116674,13.0715,0.843186,
11.1133,49660,114382,9331,0.116601,13.079,0.843186,
11.12,49599,114522,9406,0.116562,13.0812,0.843186,
11.1267,49533,114676,9500,0.116572,13.0875,0.843186,
11.1333,49471,114826,9608,0.116484,13.0929,0.842685,
11.14,49418,114959,9717,0.116441,13.0964,0.842685,
11.1467,49356,115108,9814,0.116385,13.1032,0.842685,
11.1533,49297,115273,9888,0.116329,13.1096,0.842184,
11.16,49228,115410,9983,0.116271,13.1154,0.842184,
11.1667,49165,115561,10092,0.1162,13.1212,0.841182,
11.1733,49095,115737,10188,0.11613,13.1261,0.841182,
11.18,49025,115906,10284,0.116118,13.1299,0.841182,
11.1867,48975,116044,10373,0.116104,13.1366,0.841182,
11.1933,48924,116172,10487,0.116048,13.1434,0.841182,
11.2,48859,116308,10598,0.115932,13.1433,0.840681,
11.2067,48798,116455,10709,0.115905,13.15,0.84018,
11.2133,48742,116594,10824,0.115864,13.1549,0.84018,
11.22,48690,116738,10936,0.115842,13.1612,0.839679,
11.2267,48626,116898,11047,0.115821,13.1671,0.839178,
11.2333,48573,117031,11167,0.11581,13.1708,0.838677,
11.24,48515,117190,11271,0.115769,13.1805,0.837675,
11.2467,48454,117340,11377,0.115738,13.1836,0.837675,
11.2533,48394,117484,11491,0.115707,13.1863,0.837675,
11.26,48327,117630,11596,0.115666,13.1935,0.837675,
11.2667,48276,117764,11691,0.115656,13.1962,0.837675,
11.2733,48223,117885,11794,0.115622,13.2018,0.837174,
11.28,48160,118035,11901,0.115562,13.2047,0.837174,
11.2867,48100,118215,12013,0.115524,13.2145,0.836673,
11.2933,48043,118329,12137,0.115466,13.2158,0.836673,
11.3,47977,118499,12239,0.115433,13.2222,0.836673,
11.3067,47920,118655,12355,0.115401,13.23,0.836673,
11.3133,47857,118811,12472,0.115309,13.2373,0.835671,
11.32,47811,118926,12568,0.115298,13.2384,0.835671,
11.3267,47756,119057,12691,0.115261,13.2411,0.835671,
11.3333,47704,119210,12800,0.115234,13.2503,0.835671,
11.34,47645,119376,12924,0.115219,13.2571,0.835671,
11.3467,47597,119512,13049,0.115177,13.2608,0.83517,
11.3533,47549,119650,13151,0.115144,13.2638,0.834669,
11.36,47484,119783,13258,0.115088,13.2681,0.834669,
11.3667,47420,119947,13361,0.115074,13.2736,0.834168,
11.3733,47371,120065,13485,0.115045,13.2758,0.833667,
11.38,47296,120243,13593,0.115057,13.2848,0.833166,
11.3867,47234,120403,13692,0.115026,13.2889,0.833166,
11.3933,47176,120533,13821,0.115042,13.2903,0.833166,
11.4,47116,120679,13956,0.115005,13.2937,0.833166,
11.4067,47050,120840,14074,0.114957,13.2992,0.832164,
11.4133,46979,120990,14175,0.114938,13.3061,0.831663,
11.42,46923,121135,14296,0.114971,13.311,0.831162,
11.4267,46861,121271,14428,0.114932,13.3139,0.831162,
11.4333,46808,121393,14557,0.114878,13.3214,0.831162,
11.44,46758,121522,14666,0.114889,13.3232,0.831162,
11.4467,46692,121668,14787,0.114855,13.3311,0.831162,
11.4533,46645,121783,14919,0.114826,13.3339,0.831162,
11.46,46601,121878,15023,0.114791,13.338,0.830661,
11.4667,46539,122049,15147,0.114818,13.3429,0.830661,
11.4733,46493,122173,15285,0.114747,13.3458,0.829659,
11.48,46436,122339,15411,0.114696,13.3546,0.829659,
11.4867,46385,122469,15565,0.114676,13.3581,0.829659,
11.4933,46328,122603,15668,0.114615,13.3588,0.829158,
11.5,46256,122764,15799,0.114563,13.3687,0.829158,
11.5067,46194,122897,15913,0.114563,13.3703,0.829158,
11.5133,46140,123036,16048,0.11454,13.3763,0.828657,
11.52,46082,123199,16187,0.11451,13.381,0.828657,
11.5267,46038,123318,16319,0.114446,13.385,0.828657,
11.5333,45969,123471,16469,0.11444,13.3903,0.828657,
11.54,45911,123611,16608,0.114413,13.3939,0.828657,
11.5467,45857,123746,16737,0.114364,13.3999,0.828657,
11.5533,45798,123877,16829,0.114365,13.4043,0.827655,
11.56,45735,124053,16955,0.114337,13.4113,0.827154,
11.5667,45671,124192,17077,0.114291,13.4138,0.827154,
11.5733,45618,124310,17228,0.114255,13.4188,0.826653,
11.58,45556,124442,17368,0.114198,13.4233,0.826152,
11.5867,45504,124599,17526,0.1142,13.4307,0.825651,
11.5933,45461,124696,17675,0.114128,13.4303,0.825651,
11.6,45402,124848,17819,0.114126,13.436,0.825651,
11.6067,45363,124951,17974,0.114129,13.4387,0.825651,
11.6133,45309,125094,18118,0.114099,13.4441,0.825651,
11.62,45259,125227,18269,0.114062,13.4463,0.825651,
11.6267,45206,125345,18419,0.114069,13.4486,0.825651,
11.6333,45144,125489,18558,0.114053,13.4555,0.825651,
11.64,45093,125620,18717,0.114003,13.4579,0.825651,
11.6467,45051,125743,18850,0.113978,13.4634,0.82515,
11.6533,44992,125884,18991,0.11394,13.4681,0.824649,
11.66,44936,126019,19132,0.113938,13.4701,0.824148,
11.6667,44880,126158,19270,0.11389,13.4752,0.824148,
11.6733,44821,126296,19433,0.113846,13.4808,0.824148,
11.68,44769,126417,19574,0.113817,13.4836,0.823647,
11.6867,44716,126580,19716,0.113813,13.4894,0.823647,
11.6933,44668,126711,19870,0.11378,13.4912,0.823146,
11.7,44603,126859,20020,0.113754,13.4992,0.823146,
11.7067,44550,126970,20188,0.11371,13.5025,0.822645,
11.7133,44494,127093,20337,0.113702,13.5062,0.822645,
11.72,44438,127230,20497,0.113661,13.511,0.821643,
11.7267,44395,127358,20651,0.113635,13.5138,0.821142,
11.7333,44359,127466,20807,0.113622,13.5193,0.819138,
11.74,44316,127590,20955,0.113582,13.5252,0.819138,
11.7467,44270,127706,21097,0.113513,13.5259,0.819138,
11.7533,44218,127841,21243,0.11353,13.5331,0.819138,
11.76,44156,127978,21403,0.113468,13.5345,0.818637,
11.7667,44105,128114,21567,0.113467,13.5384,0.818637,
11.7733,44053,128225,21734,0.113433,13.5447,0.817635,
11.78,43998,128358,21891,0.113376,13.5449,0.817134,
11.7867,43945,128488,22055,0.113368,13.5496,0.816633,
11.7933,43876,128635,22235,0.113309,13.5513,0.816633,
11.8,43825,128775,22422,0.113305,13.5599,0.816132,
11.8067,43772,128913,22577,0.113292,13.5633,0.815631,
11.8133,43720,129024,22746,0.113242,13.5642,0.815631,
11.82,43665,129152,22934,0.113207,13.5712,0.815631,
11.8267,43617,129268,23095,0.113212,13.5726,0.815631,
11.8333,43570,129391,23257,0.113195,13.5765,0.815631,
11.84,43520,129509,23419,0.113185,13.5804,0.81513,
11.8467,43477,129591,23580,0.113179,13.5826,0.814629,
11.8533,43429,129724,23727,0.113187,13.5868,0.814629,
11.86,43378,129852,23892,0.113152,13.5915,0.813627,
11.8667,43328,129978,24057,0.113125,13.5934,0.813627,
11.8733,43279,130126,24222,0.113139,13.6002,0.813126,
11.88,43238,130241,24389,0.11309,13.6058,0.813126,
11.8867,43194,130341,24555,0.113071,13.6059,0.813126,
11.8933,43143,130463,24737,0.113063,13.6148,0.813126,
11.9,43098,130581,24919,0.113028,13.6147,0.812625,
11.9067,43052,130708,25093,0.113044,13.6172,0.812625,
11.9133,43003,130829,25262,0.112995,13.6244,0.812625,
11.92,42946,130956,25428,0.112948,13.627,0.812625,
11.9267,42890,131085,25609,0.112894,13.629,0.812124,
11.9333,42838,131214,25793,0.112858,13.6362,0.811623,
11.94,42779,131337,25973,0.112841,13.6373,0.81012,
11.9467,42726,131452,26148,0.11281,13.6452,0.81012,
11.9533,42684,131568,26325,0.112766,13.6483,0.809619,
11.96,42634,131683,26497,0.112777,13.6509,0.809619,
11.9667,42592,131799,26684,0.112757,13.656,0.809118,
11.9733,42555,131909,26880,0.112758,13.6581,0.808617,
11.98,42509,132006,27075,0.112754,13.661,0.808617,
11.9867,42472,132121,27255,0.11272,13.6658,0.808116,
11.9933,42422,132243,27427,0.11271,13.6682,0.808116,
12,42385,132342,27616,0.112693,13.6696,0.808116,
12.0067,42329,132463,27798,0.112724,13.6764,0.807615,
12.0133,42284,132581,27980,0.112721,13.6782,0.807114,
12.02,42232,132703,28188,0.112702,13.6848,0.807114,
12.0267,42201,132799,28370,0.112654,13.6842,0.807114,
12.0333,42146,132936,28547,0.112648,13.689,0.807114,
12.04,42101,133068,28722,0.11263,13.6932,0.807114,
12.0467,42067,133174,28932,0.112596,13.6961,0.806112,
12.0533,42019,133275,29104,0.112575,13.7015,0.806112,
12.06,41962,133415,29310,0.112518,13.7064,0.806112,
12.0667,41908,133513,29500,0.112497,13.7059,0.806112,
12.0733,41859,133631,29696,0.112485,13.7115,0.806112,
12.08,41813,133755,29885,0.11242,13.7148,0.805611,
12.0867,41758,133891,30059,0.112383,13.7194,0.805611,
12.0933,41718,133974,30292,0.112372,13.7209,0.805611,
12.1,41684,134098,30475,0.112369,13.7296,0.805611,
12.1067,41640,134202,30677,0.112297,13.7276,0.805611,
12.1133,41587,134324,30896,0.112284,13.7342,0.804609,
12.12,41541,134431,31098,0.11222,13.7381,0.804609,
12.1267,41480,134557,31303,0.112209,13.7394,0.804108,
12.1333,41449,134667,31491,0.112191,13.745,0.804108,
12.14,41403,134775,31677,0.112221,13.7475,0.804108,
12.1467,41362,134894,31881,0.112183,13.7523,0.804108,
12.1533,41316,134989,32100,0.112149,13.753,0.804108,
12.16,41274,135094,32324,0.112136,13.7583,0.804108,
12.1667,41217,135209,32541,0.112065,13.7622,0.804108,
12.1733,41170,135343,32742,0.112053,13.7636,0.804108,
12.18,41123,135438,32926,0.112043,13.7671,0.804108,
12.1867,41077,135537,33142,0.112025,13.7732,0.803607,
12.1933,41039,135649,33348,0.112003,13.7769,0.803607,
12.2,41000,135749,33528,0.111995,13.7797,0.803607,
12.2067,40951,135868,33723,0.111963,13.782,0.803607,
12.2133,40902,135980,33919,0.11195,13.7855,0.803607,
12.22,40848,136109,34141,0.111941,13.7909,0.803106,
12.2267,40804,136226,34368,0.111912,13.7926,0.803106,
12.2333,40763,136339,34572,0.111871,13.7941,0.803106,
12.24,40724,136456,34781,0.111881,13.8001,0.802605,
12.2467,40690,136554,35018,0.11183,13.8014,0.802605,
12.2533,40645,136668,35244,0.111825,13.8044,0.802104,
12.26,40594,136785,35445,0.111805,13.8095,0.802104,
12.2667,40550,136887,35668,0.111751,13.814,0.801603,
12.2733,40508,137017,35883,0.111723,13.8188,0.801102,
12.28,40462,137117,36104,0.111682,13.8207,0.801102,
12.2867,40418,137228,36329,0.111697,13.8252,0.801102,
12.2933,40383,137323,36550,0.11172,13.8283,0.801102,
12.3,40326,137472,36790,0.111701,13.8342,0.801102,
12.3067,40287,137569,37008,0.111697,13.8335,0.800601,
12.3133,40255,137654,37246,0.111681,13.836,0.8001,
12.32,40211,137754,37479,0.111633,13.8409,0.8001,
12.3267,40175,137865,37694,0.111629,13.843,0.8001,
12.3333,40135,137958,37906,0.111603,13.8502,0.799098,
12.34,40091,138043,38165,0.111613,13.8526,0.799098,
12.3467,40042,138145,38369,0.111571,13.8538,0.799098,
12.3533,39996,138277,38594,0.111591,13.8588,0.799098,
12.36,39956,138379,38804,0.111619,13.8613,0.799098,
12.3667,39913,138488,39030,0.11157,13.8639,0.799098,
12.3733,39866,138594,39256,0.111546,13.8654,0.799098,
12.38,39823,138711,39500,0.111538,13.8709,0.799098,
12.3867,39778,138805,39717,0.111578,13.8752,0.799098,
12.3933,39738,138906,39973,0.11152,13.8783,0.798096,
12.4,39702,139017,40201,0.111499,13.8787,0.797595,
12.4067,39645,139128,40460,0.111472,13.8811,0.797595,
12.4133,39607,139227,40680,0.111461,13.8876,0.797094,
12.42,39569,139328,40914,0.111446,13.8895,0.796593,
12.4267,39523,139435,41143,0.111444,13.8931,0.796593,
12.4333,39490,139542,41389,0.111428,13.8955,0.796593,
12.44,39460,139642,41643,0.111414,13.8992,0.795591,
12.4467,39420,139763,41879,0.111392,13.9023,0.795591,
12.4533,39381,139853,42122,0.111398,13.9046,0.79509,
12.46,39346,139943,42351,0.111361,13.9058,0.79509,
12.4667,39321,140024,42574,0.111329,13.9068,0.794589,
12.4733,39269,140138,42787,0.111319,13.9141,0.794088,
12.48,39237,140214,43007,0.111282,13.9145,0.793086,
12.4867,39195,140309,43252,0.111321,13.9179,0.792084,
12.4933,39158,140421,43452,0.111315,13.9231,0.792084,
12.5,39120,140521,43687,0.111295,13.9252,0.792084,
12.5067,39067,140622,43939,0.111313,13.9281,0.791082,
12.5133,39032,140736,44166,0.111276,13.9314,0.791082,
12.52,38996,140827,44422,0.111261,13.9315,0.79008,
12.5267,38944,140921,44669,0.111215,13.9322,0.789579,
12.5333,38905,141006,44908,0.111222,13.936,0.789078,
12.54,38863,141125,45159,0.111211,13.9446,0.789078,
12.5467,38821,141221,45402,0.111215,13.943,0.789078,
12.5533,38785,141327,45652,0.1112,13.9475,0.789078,
12.56,38739,141445,45927,0.111179,13.9511,0.789078,
12.5667,38704,141536,46191,0.11117,13.9522,0.789078,
12.5733,38660,141619,46449,0.111141,13.9538,0.788076,
12.58,38628,141730,46694,0.111151,13.9574,0.788076,
12.5867,38597,141821,46964,0.111092,13.9608,0.788076,
12.5933,38561,141897,47247,0.11107,13.963,0.788076,
12.6,38535,141966,47507,0.111018,13.9644,0.787575,
12.6067,38503,142065,47783,0.111034,13.9665,0.787575,
12.6133,38472,142147,48025,0.111039,13.9698,0.787074,
12.62,38430,142248,48279,0.111014,13.9737,0.787074,
12.6267,38385,142336,48556,0.110979,13.9738,0.787074,
12.6333,38343,142441,48837,0.110964,13.9797,0.787074,
12.64,38294,142562,49119,0.11098,13.9842,0.787074,
12.6467,38261,142644,49381,0.110905,13.9843,0.787074,
12.6533,38220,142732,49651,0.110915,13.9856,0.787074,
12.66,38189,142814,49894,0.110916,13.9923,0.787074,
12.6667,38156,142892,50186,0.110925,13.9908,0.786573,
12.6733,38118,142991,50442,0.110911,13.9964,0.786573,
12.68,38075,143096,50701,0.11091,13.9973,0.786072,
12.6867,38039,143197,50969,0.110867,14.0009,0.786072,
12.6933,37996,143295,51237,0.110848,14.0021,0.785571,
12.7,37960,143384,51531,0.11086,14.0048,0.78507,
12.7067,37925,143495,51809,0.110834,14.0117,0.78507,
12.7133,37888,143571,52112,0.11083,14.0114,0.784569,
12.72,37857,143664,52374,0.110799,14.0156,0.784569,
12.7267,37828,143757,52647,0.110796,14.0185,0.784068,
12.7333,37798,143820,52919,0.110742,14.0184,0.783066,
12.74,37769,143901,53159,0.110721,14.0198,0.782565,
12.7467,37732,143993,53441,0.110681,14.0235,0.782565,
12.7533,37692,144097,53706,0.110681,14.0259,0.782565,
12.76,37650,144183,53994,0.110661,14.0295,0.782565,
12.7667,37598,144290,54261,0.11065,14.0329,0.782565,
12.7733,37559,144375,54534,0.110652,14.0353,0.782565,
12.78,37531,144441,54792,0.110644,14.0383,0.782064,
12.7867,37497,144544,55071,0.110607,14.0405,0.78006,
12.7933,37471,144611,55337,0.110594,14.0465,0.78006,
12.8,37447,144677,55603,0.110581,14.0459,0.78006,
12.8067,37415,144758,55887,0.110611,14.0512,0.78006,
12.8133,37364,144866,56156,0.110578,14.0533,0.78006,
12.82,37324,144964,56432,0.110525,14.0561,0.78006,
12.8267,37279,145080,56723,0.110508,14.0587,0.78006,
12.8333,37239,145160,57028,0.110466,14.0639,0.78006,
12.84,37204,145257,57295,0.110481,14.0675,0.78006,
12.8467,37165,145337,57586,0.110438,14.0673,0.779058,
12.8533,37127,145441,57867,0.110428,14.0699,0.779058,
12.86,37093,145523,58153,0.110446,14.0733,0.778557,
12.8667,37056,145609,58441,0.110469,14.0772,0.778557,
12.8733,37031,145681,58728,0.110443,14.08,0.778056,
12.88,36994,145762,59021,0.110421,14.0785,0.777555,
12.8867,36952,145873,59315,0.110417,14.0837,0.777555,
12.8933,36912,145959,59614,0.11038,14.0857,0.777555,
12.9,36875,146039,59924,0.110378,14.0874,0.777054,
12.9067,36846,146128,60235,0.110357,14.0895,0.776553,
12.9133,36805,146209,60513,0.110384,14.0925,0.776553,
12.92,36775,146276,60802,0.11034,14.0905,0.775551,
12.9267,36751,146342,61105,0.110336,14.096,0.775551,
12.9333,36725,146414,61403,0.110345,14.0963,0.77505,
12.94,36699,146492,61685,0.110328,14.0988,0.77505,
12.9467,36660,146569,61966,0.110334,14.1008,0.774549,
12.9533,36626,146638,62272,0.110358,14.1073,0.774549,
12.96,36584,146733,62576,0.110314,14.1056,0.774048,
12.9667,36545,146821,62873,0.110328,14.1107,0.773547,
12.9733,36509,146905,63184,0.110337,14.114,0.773046,
12.98,36482,146980,63474,0.110319,14.1168,0.772545,
12.9867,36446,147060,63806,0.110343,14.119,0.770541,
12.9933,36409,147136,64105,0.110311,14.1192,0.770541,
13,36376,147243,64422,0.110323,14.1225,0.769539,
13.0067,36350,147297,64756,0.110284,14.1237,0.769038,
13.0133,36322,147371,65086,0.110278,14.1264,0.767535,
13.02,36287,147460,65396,0.110247,14.1296,0.767034,
13.0267,36254,147552,65720,0.110229,14.1312,0.767034,
13.0333,36209,147632,66027,0.11022,14.135,0.767034,
13.04,36171,147717,66333,0.110203,14.1359,0.767034,
13.0467,36146,147791,66653,0.110182,14.1407,0.767034,
13.0533,36104,147871,66939,0.110173,14.1407,0.767034,
13.06,36079,147944,67274,0.110187,14.1471,0.767034,
13.0667,36059,147998,67583,0.110174,14.1459,0.767034,
13.0733,36032,148078,67885,0.110178,14.1486,0.767034,
13.08,35997,148171,68192,0.110182,14.1506,0.767034,
13.0867,35973,148240,68483,0.110185,14.1538,0.767034,
13.0933,35937,148325,68805,0.110204,14.1553,0.767034,
13.1,35892,148427,69122,0.110176,14.1587,0.766533,
13.1067,35857,148505,69459,0.110154,14.1586,0.766032,
13.1133,35822,148576,69766,0.110119,14.1618,0.765531,
13.12,35800,148652,70080,0.110138,14.1637,0.765531,
13.1267,35762,148741,70415,0.110105,14.166,0.765531,
13.1333,35731,148819,70747,0.110108,14.1659,0.76503,
13.14,35695,148924,71044,0.110152,14.1702,0.76503,
13.1467,35658,148997,71355,0.110147,14.1718,0.76503,
13.1533,35626,149066,71699,0.110167,14.1726,0.76503,
13.16,35591,149149,72066,0.110154,14.1761,0.76503,
13.1667,35561,149220,72382,0.110121,14.1768,0.76503,
13.1733,35528,149291,72715,0.110129,14.1811,0.76503,
13.18,35504,149350,73066,0.110113,14.1817,0.76503,
13.1867,35472,149436,73409,0.110096,14.1854,0.764529,
13.1933,35442,149517,73739,0.110074,14.1875,0.764028,
13.2,35423,149565,74098,0.110077,14.189,0.763527,
13.2067,35393,149622,74426,0.110087,14.194,0.763527,
13.2133,35360,149723,74730,0.110093,14.1957,0.763026,
13.22,35333,149796,75108,0.110093,14.2026,0.762525,
13.2267,35302,149884,75482,0.110085,14.1998,0.762525,
13.2333,35266,149960,75816,0.110038,14.2009,0.761523,
13.24,35239,150026,76127,0.110049,14.2044,0.761523,
13.2467,35209,150094,76423,0.11005,14.2084,0.761523,
13.2533,35173,150164,76746,0.110059,14.2081,0.761523,
13.26,35143,150253,77087,0.110038,14.213,0.761523,
13.2667,35108,150346,77418,0.11004,14.2146,0.761523,
13.2733,35078,150396,77782,0.110034,14.2173,0.761523,
13.28,35049,150476,78105,0.110063,14.2183,0.761523,
13.2867,35019,150541,78425,0.110056,14.2213,0.761022,
13.2933,34985,150607,78786,0.110054,14.2219,0.761022,
13.3,34962,150692,79144,0.110023,14.2221,0.761022,
13.3067,34934,150768,79486,0.110034,14.2241,0.760521,
13.3133,34908,150832,79853,0.110035,14.2291,0.760521,
13.32,34883,150900,80173,0.110019,14.2311,0.76002,
13.3267,34858,150955,80552,0.109994,14.2325,0.76002,
13.3333,34829,151032,80877,0.109984,14.2345,0.76002,
13.34,34814,151093,81210,0.110022,14.2378,0.759519,
13.3467,34784,151169,81570,0.10999,14.2398,0.759519,
13.3533,34754,151242,81923,0.109975,14.2391,0.759018,
13.36,34728,151324,82291,0.109976,14.2449,0.758016,
13.3667,34701,151380,82642,0.109954,14.2467,0.758016,
13.3733,34680,151457,82997,0.109935,14.2477,0.758016,
13.38,34656,151523,83336,0.109948,14.2499,0.758016,
13.3867,34628,151580,83731,0.109968,14.2531,0.758016,
13.3933,34582,151664,84103,0.109937,14.2536,0.758016,
13.4,34543,151741,84489,0.109932,14.2531,0.758016,
13.4067,34510,151821,84836,0.109942,14.2576,0.758016,
13.4133,34481,151874,85184,0.109927,14.2542,0.757515,
13.42,34463,151954,85542,0.109953,14.2637,0.757014,
13.4267,34434,152010,85928,0.109961,14.2612,0.756012,
13.4333,34413,152075,86301,0.109948,14.2644,0.756012,
13.44,34385,152148,86660,0.109951,14.2651,0.755511,
13.4467,34359,152205,87041,0.109931,14.2683,0.75501,
13.4533,34336,152265,87411,0.109933,14.2678,0.75501,
13.46,34308,152339,87769,0.109916,14.2706,0.754509,
13.4667,34283,152414,88113,0.109931,14.2731,0.754008,
13.4733,34265,152460,88496,0.109928,14.2729,0.754008,
13.48,34238,152531,88874,0.109926,14.2773,0.753507,
13.4867,34209,152598,89246,0.109917,14.2773,0.753507,
13.4933,34189,152670,89638,0.10991,14.2827,0.753507,
13.5,34166,152735,89997,0.109893,14.2793,0.753507,
13.5067,34138,152803,90346,0.109889,14.2833,0.753507,
13.5133,34117,152863,90733,0.109914,14.2874,0.753006,
13.52,34087,152915,91090,0.10987,14.2889,0.753006,
13.5267,34052,152983,91470,0.10987,14.2902,0.753006,
13.5333,34022,153048,91855,0.109866,14.2902,0.752505,
13.54,33997,153087,92268,0.109806,14.2924,0.752505,
13.5467,33964,153165,92649,0.109808,14.2953,0.752505,
13.5533,33945,153251,93046,0.109775,14.2985,0.752505,
13.56,33919,153321,93440,0.109791,14.2998,0.752505,
13.5667,33894,153381,93852,0.109808,14.3061,0.752505,
13.5733,33869,153442,94232,0.109772,14.3054,0.752505,
13.58,33852,153494,94615,0.109761,14.3084,0.752505,
13.5867,33825,153560,94976,0.109725,14.3069,0.752505,
13.5933,33795,153634,95351,0.109727,14.3142,0.752505,
13.6,33771,153681,95735,0.109691,14.3135,0.752505,
13.6067,33744,153742,96082,0.109727,14.3166,0.752505,
13.6133,33719,153797,96478,0.109688,14.3173,0.752004,
13.62,33697,153859,96883,0.109713,14.3182,0.752004,
13.6267,33673,153907,97255,0.109688,14.3178,0.752004,
13.6333,33645,153981,97640,0.109643,14.3195,0.751002,
13.64,33614,154050,98024,0.109634,14.3242,0.751002,
13.6467,33589,154105,98404,0.109634,14.3267,0.751002,
13.6533,33557,154159,98813,0.109629,14.3266,0.751002,
13.66,33533,154217,99184,0.109638,14.3313,0.750501,
13.6667,33507,154264,99566,0.109635,14.3302,0.750501,
13.6733,33482,154340,99950,0.109628,14.334,0.750501,
13.68,33449,154403,100374,0.109622,14.3328,0.750501,
13.6867,33424,154471,100785,0.109616,14.337,0.750501,
13.6933,33405,154527,101209,0.109625,14.3407,0.749499,
13.7,33381,154574,101602,0.109602,14.3412,0.748998,
13.7067,33357,154659,102037,0.109622,14.3447,0.748998,
13.7133,33324,154722,102433,0.109605,14.3457,0.748998,
13.72,33301,154767,102839,0.109601,14.3484,0.748998,
13.7267,33283,154803,103251,0.109577,14.3484,0.747996,
13.7333,33250,154881,103637,0.109561,14.351,0.747996,
13.74,33223,154938,104044,0.109547,14.3507,0.747996,
13.7467,33205,154995,104411,0.109533,14.354,0.747996,
13.7533,33184,155037,104822,0.109543,14.3555,0.747996,
13.76,33151,155097,105209,0.109526,14.3581,0.747996,
13.7667,33120,155169,105611,0.109542,14.3611,0.747996,
13.7733,33085,155238,106025,0.109508,14.3641,0.747996,
13.78,33069,155277,106456,0.109505,14.3651,0.747495,
13.7867,33045,155335,106855,0.109539,14.3689,0.747495,
13.7933,33028,155379,107250,0.109512,14.3673,0.746994,
13.8,33002,155440,107632,0.109529,14.369,0.746493,
13.8067,32967,155496,108006,0.109516,14.3717,0.746493,
13.8133,32940,155559,108420,0.109516,14.3729,0.746493,
13.82,32909,155630,108840,0.109515,14.3759,0.745992,
13.8267,32893,155672,109282,0.109503,14.3762,0.745992,
13.8333,32865,155751,109697,0.10948,14.378,0.745992,
13.84,32845,155819,110108,0.109465,14.3814,0.745992,
13.8467,32817,155885,110517,0.109447,14.3824,0.745992,
13.8533,32797,155932,110926,0.109447,14.3872,0.745992,
13.86,32769,155986,111362,0.109429,14.3848,0.745992,
13.8667,32754,156033,111798,0.109433,14.3882,0.745491,
13.8733,32724,156101,112238,0.109421,14.3905,0.745491,
13.88,32706,156146,112638,0.109397,14.3927,0.745491,
13.8867,32693,156207,113073,0.109385,14.3945,0.745491,
13.8933,32668,156269,113502,0.109388,14.3965,0.74499,
13.9,32644,156318,113910,0.109386,14.3981,0.74499,
13.9067,32628,156362,114291,0.109408,14.4021,0.74499,
13.9133,32597,156420,114693,0.109397,14.4026,0.743988,
13.92,32571,156487,115101,0.109406,14.4034,0.743988,
